step,EKF,G-FOLD,PID_Controller,RL_Controller,FTCA,Transformer,FDIR,HTN_Planner,GOAC,SW_Bus,total_ms
26,0.34659996163100004,0.1417000312358141,0.3336999798193574,0.03269989974796772,1.5551000833511353,0.003200024366378784,0.10689999908208847,0.20849995780736208,0.008199946023523808,0.01810002140700817,3.189200069755316
27,0.29150000773370266,0.08849997539073229,0.21860003471374512,0.023600063286721706,1.5602000057697296,0.002700020559132099,0.10820000898092985,0.14540005940943956,0.0069999368861317635,0.01580000389367342,2.8712000930681825
28,0.27959991712123156,0.08340005297213793,0.19429996609687805,0.02519995905458927,1.6546000260859728,0.002599903382360935,0.10140007361769676,0.44269999489188194,0.01109996810555458,0.025900080800056458,3.231800044886768
29,0.31889998354017735,0.09520002640783787,0.21719990763813257,0.025999965146183968,1.7000000225380063,0.00300002284348011,0.11809996794909239,0.16419996973127127,0.008199946023523808,0.01750001683831215,3.0998000875115395
30,0.8239999879151583,40.83169996738434,0.22289995104074478,0.02559996210038662,1.6181000974029303,0.002700020559132099,0.11749996338039637,0.20899996161460876,0.0078000593930482864,0.017300015315413475,44.36529998201877
31,0.34140003845095634,0.08679996244609356,0.19859999883919954,0.024099950678646564,2.067200024612248,0.003100023604929447,0.13910001143813133,0.15970005188137293,0.008300063200294971,0.018499908037483692,3.9280999917536974
32,1.0611999314278364,0.10450009722262621,0.23960007820278406,0.028499984182417393,1.6429999377578497,0.002600019797682762,0.12209999840706587,0.14890008606016636,0.007200054824352264,0.01750001683831215,3.849899978376925
33,0.3002999583259225,0.1023000804707408,0.22200006060302258,0.027499976567924023,2.130500040948391,0.013200100511312485,0.12750003952533007,0.2637000288814306,0.008200062438845634,0.028099981136620045,3.6683999933302402
34,0.3244000254198909,0.10299996938556433,0.26080000679939985,0.028099981136620045,1.9232999766245484,0.002500019036233425,0.10079995263367891,0.14240003656595945,0.007200054824352264,0.016799895092844963,3.3904999727383256
35,0.3266000421717763,0.10189996100962162,0.25109993293881416,0.029999995604157448,1.804300001822412,0.002600019797682762,0.10830000974237919,0.17089990433305502,0.0074999406933784485,0.016700010746717453,3.2731000101193786
36,0.3029000945389271,0.0923000043258071,0.22620009258389473,0.028399983420968056,1.6094999155029655,0.002500019036233425,0.10880001354962587,0.24979992303997278,0.01179997343569994,0.02510007470846176,3.176500089466572
37,0.32890005968511105,0.1026000827550888,0.2394999610260129,0.03239989746361971,1.6670000040903687,0.011200085282325745,0.10820000898092985,0.14700007159262896,0.008600065484642982,0.016000005416572094,3.1368000200018287
38,0.3078998997807503,0.08479994721710682,0.1954999752342701,0.023099943064153194,2.3387999972328544,0.003800028935074806,0.16080006025731564,0.31539995688945055,0.01880002673715353,0.02359994687139988,3.886799910105765
39,0.304599991068244,0.10140007361769676,0.2305000089108944,0.04650000482797623,2.1057999692857265,0.003200024366378784,0.11220003943890333,0.16599998343735933,0.008199946023523808,0.017999904230237007,3.9120999863371253
40,0.7164999842643738,41.804100037552416,0.2117999829351902,0.02519995905458927,2.056199940852821,0.00300002284348011,0.20640005823224783,0.17710006795823574,0.007900060154497623,0.017699901945888996,45.630999957211316
41,0.300200073979795,0.09099999442696571,0.27359998784959316,0.06800005212426186,1.8044000025838614,0.002700020559132099,0.11049991007894278,0.17660006415098906,0.007400056347250938,0.017400016076862812,3.4475999418646097
42,0.28710009064525366,0.08669996168464422,0.20769995171576738,0.02529995981603861,1.6373998951166868,0.002700020559132099,0.11329993139952421,0.1759000588208437,0.007300055585801601,0.015700003132224083,2.98099999781698
43,0.33379998058080673,0.11669995728880167,0.3692000173032284,0.027499976567924023,2.4455999955534935,0.002900022082030773,0.11819996871054173,0.2253999700769782,0.009400071576237679,0.018700025975704193,4.279399989172816
44,0.32079999800771475,0.09920005686581135,0.2888999879360199,0.029699993319809437,1.8234000308439136,0.0036999117583036423,0.20520004909485579,0.31260005198419094,0.014399993233382702,0.019299914129078388,3.7161000072956085
45,0.5055000074207783,0.14430005103349686,0.39820000529289246,0.050200033001601696,3.095199936069548,0.003800028935074806,0.1591000473126769,0.2402999671176076,0.008500064723193645,0.019400031305849552,5.619099945761263
46,0.2816000487655401,0.08579995483160019,0.19729998894035816,0.023000058718025684,1.5377999516204,0.002500019036233425,0.112100038677454,0.17309992108494043,0.007200054824352264,0.028399983420968056,2.889700001105666
47,0.30209997203201056,0.09309989400207996,0.22140005603432655,0.03269989974796772,1.9008999224752188,0.002800021320581436,0.13860000763088465,0.20469992887228727,0.012300093658268452,0.021300045773386955,3.360800095833838
48,0.33819989766925573,0.0969000393524766,0.21229998674243689,0.02459995448589325,1.3898999895900488,0.002600019797682762,0.11100003030151129,0.14779996126890182,0.007500057108700275,0.016200006939470768,2.7546000201255083
49,0.3146000672131777,0.09739992674440145,0.23410003632307053,0.028499984182417393,1.6558000352233648,0.002700020559132099,0.11250004172325134,0.14679995365440845,0.0071999384090304375,0.015900004655122757,3.09220002964139
50,0.7255000527948141,33.34309998899698,0.20009989384561777,0.03800005652010441,1.4962999848648906,0.002700020559132099,0.1137999352067709,0.16850000247359276,0.007899943739175797,0.01750001683831215,36.53040004428476
51,0.3125999355688691,0.09850005153566599,0.22879999596625566,0.02819998189806938,1.55409995932132,0.002500019036233425,0.1086000120267272,0.14500005636364222,0.00700005330145359,0.015699886716902256,2.972699934616685
52,0.2943000290542841,0.09640003554522991,0.2313000150024891,0.027900096029043198,1.5739999944344163,0.002800021320581436,0.11000002268701792,0.28739997651427984,0.008199946023523808,0.016700010746717453,3.140700049698353
53,0.3231000155210495,0.09979994501918554,0.23280002642422915,0.029099988751113415,1.6148999566212296,0.002700020559132099,0.09879993740469217,0.14270003885030746,0.007200054824352264,0.01610000617802143,3.0502999434247613
54,0.3233000170439482,0.09380001574754715,0.21900003775954247,0.026699970476329327,1.4902999391779304,0.002500019036233425,0.10879989713430405,0.14450005255639553,0.0071999384090304375,0.016000005416572094,2.878100029192865
55,0.327700050547719,0.10000006295740604,0.22839999292045832,0.02719997428357601,1.5387999592348933,0.002700020559132099,0.11110003106296062,0.14859996736049652,0.015900004655122757,0.015400000847876072,2.991700079292059
56,0.34849997609853745,0.10099995415657759,0.23330003023147583,0.028799986466765404,1.5058000572025776,0.002500019036233425,0.10960001964122057,0.14400004874914885,0.00800006091594696,0.015900004655122757,2.9770999681204557
57,0.6536000873893499,0.17069990281015635,0.46420004218816757,0.05310005508363247,3.204700071364641,0.004700035788118839,0.1941000809893012,0.3201001090928912,0.008999952115118504,0.03330002073198557,5.925000063143671
58,0.35170000046491623,0.10090006981045008,0.2351000439375639,0.02789997961372137,1.5399999683722854,0.002600019797682762,0.14279992319643497,0.1727000344544649,0.007500057108700275,0.015900004655122757,3.09189991094172
59,0.4262999864295125,0.13459997717291117,0.24750002194195986,0.051699928008019924,2.06840003374964,0.003200024366378784,0.130399945192039,0.3972999984398484,0.00800006091594696,0.01780001912266016,3.963200026191771
60,0.4819000605493784,34.05000001657754,0.1996000064536929,0.023900065571069717,1.6380000161007047,0.002600019797682762,0.10910001583397388,0.14669995289295912,0.00809994526207447,0.016400008462369442,37.070599966682494
61,0.2989000640809536,0.0852999510243535,0.19869999960064888,0.022999942302703857,2.5522999931126833,0.00300002284348011,0.11080002877861261,0.1553000183776021,0.014899997040629387,0.01880002673715353,3.857000032439828
62,0.28959999326616526,0.09019998833537102,0.20699994638562202,0.026799971237778664,1.7568999901413918,0.002900022082030773,0.11440005619078875,0.14640006702393293,0.008200062438845634,0.017400016076862812,3.0860999831929803
63,0.2893001073971391,0.0868999632075429,0.19839999731630087,0.02429995220154524,1.7170999199151993,0.006499933078885078,0.13930001296103,0.4189999308437109,0.009399955160915852,0.02029992174357176,3.335300018079579
64,0.47530001029372215,0.10629999451339245,0.2633000258356333,0.028099981136620045,1.9099999917671084,0.002800021320581436,0.11640007141977549,0.2044999273493886,0.0075999414548277855,0.017000013031065464,3.690500045195222
65,0.5935999797657132,0.09790004696696997,0.2166999038308859,0.02589996438473463,1.8373000202700496,0.003700028173625469,0.13609998859465122,0.17399992793798447,0.008499948307871819,0.01910002902150154,3.592599998228252
66,0.3108999226242304,0.09460002183914185,0.23470004089176655,0.027600093744695187,1.8236999167129397,0.00400003045797348,0.19719998817890882,0.37859997246414423,0.00909995287656784,0.025499961338937283,3.5314999986439943
67,0.3377000102773309,0.08929998148232698,0.2031000331044197,0.02450007013976574,1.6484999796375632,0.002800021320581436,0.11779996566474438,0.20979996770620346,0.007999944500625134,0.016900012269616127,3.0691000865772367
68,0.29740005265921354,0.1086000120267272,0.23450003936886787,0.028699985705316067,1.5443000011146069,0.002700020559132099,0.10840001050382853,0.1455000601708889,0.007500057108700275,0.0171000137925148,2.964999992400408
69,0.4909000126644969,0.19699998665601015,0.3622999647632241,0.04640000406652689,3.00759996753186,0.003800028935074806,0.16769999638199806,0.25159993674606085,0.01279998105019331,0.02450007013976574,5.401900038123131
70,0.8282000198960304,38.76230004243553,0.19920000340789557,0.02380006480962038,1.642799936234951,0.002500019036233425,0.10089995339512825,0.1482999650761485,0.008199946023523808,0.016700010746717453,42.14690008666366
71,0.2855999628081918,0.08430005982518196,0.19649998284876347,0.02389994915574789,1.5771999023854733,0.002600019797682762,0.1289999345317483,0.15550001990050077,0.008299946784973145,0.01650000922381878,2.9350999975576997
72,0.44849992264062166,0.12069998774677515,0.49430003855377436,0.08330005221068859,1.6398000298067927,0.002800021320581436,0.11560006532818079,0.152900000102818,0.00800006091594696,0.023000058718025684,4.048300092108548
73,0.2891999902203679,0.09210000280290842,0.20910007879137993,0.02550007775425911,3.2872000010684133,0.003100023604929447,0.11199992150068283,0.1556000206619501,0.007899943739175797,0.017400016076862812,4.634000011719763
74,0.304899993352592,0.09789993055164814,0.2589999930933118,0.029999995604157448,1.905099954456091,0.002599903382360935,0.11570006608963013,0.15110010281205177,0.007300055585801601,0.017400016076862812,3.3857999369502068
75,0.3206001129001379,0.09639991912990808,0.2223000628873706,0.034400029107928276,2.167699974961579,0.002699904143810272,0.10120007209479809,0.1694000093266368,0.0077999429777264595,0.016900012269616127,3.6489999620243907
76,0.8290000259876251,0.12599991168826818,0.2633000258356333,0.02789997961372137,1.8387000309303403,0.003200024366378784,0.1113000325858593,0.16299996059387922,0.007899943739175797,0.017600017599761486,4.074400058016181
77,0.30129996594041586,0.08839997462928295,0.219999928958714,0.024600070901215076,2.9544999124482274,0.003200024366378784,0.12670003343373537,0.22099993657320738,0.008200062438845634,0.018400023691356182,4.385199979878962
78,0.28689997270703316,0.08699996396899223,0.2210000529885292,0.023600063286721706,1.5446000033989549,0.002600019797682762,0.11000002268701792,0.14489993918687105,0.0074999406933784485,0.016200006939470768,2.84019997343421
79,0.38510002195835114,0.0926000066101551,0.24620001204311848,0.027099973522126675,1.406499999575317,0.002600019797682762,0.1159000676125288,0.14569994527846575,0.0076999422162771225,0.01580000389367342,2.891100011765957
80,0.45160006266087294,36.93149995524436,0.22339995484799147,0.02489995677024126,1.6343999886885285,0.002700020559132099,0.13569998554885387,0.18700002692639828,0.008300063200294971,0.026000081561505795,40.02240009140223
81,0.29120000544935465,0.10109995491802692,0.23389991838485003,0.02729997504502535,1.707600080408156,0.002400018274784088,0.10990002192556858,0.14789996203035116,0.0076999422162771225,0.016400008462369442,3.1291000777855515
82,0.27249997947365046,0.08430005982518196,0.1996000064536929,0.023799948394298553,1.653200015425682,0.002700020559132099,0.112400040961802,0.14749995898455381,0.00800006091594696,0.016400008462369442,2.92449991684407
83,0.30449999030679464,0.09190000128000975,0.20979996770620346,0.02559996210038662,1.5047999331727624,0.002700020559132099,0.10930001735687256,0.2633000258356333,0.008299946784973145,0.025399960577487946,2.976599964313209
84,0.269399955868721,0.08400005754083395,0.19339995924383402,0.023099943064153194,1.534000039100647,0.002600019797682762,0.10840001050382853,0.14649995137006044,0.0074999406933784485,0.01610000617802143,2.7969999937340617
85,0.2954000374302268,0.09460002183914185,0.2356999320909381,0.02859998494386673,1.4248000225052238,0.002700020559132099,0.10059995111078024,0.14030002057552338,0.0073999399319291115,0.016300007700920105,2.8252999763935804
86,0.2812999300658703,0.085500068962574,0.19559997599571943,0.02359994687139988,1.5038000419735909,0.002500019036233425,0.10870001278817654,0.1458000624552369,0.007500057108700275,0.015900004655122757,2.7592999394983053
87,0.3373000072315335,0.09620003402233124,0.2269999822601676,0.02720009069889784,1.5431999927386642,0.0027999049052596092,0.11090002954006195,0.15849992632865906,0.007700058631598949,0.01680001150816679,2.9844000237062573
88,0.3060000017285347,0.09109999518841505,0.250800047069788,0.06610003765672445,1.5920000150799751,0.0029999064281582832,0.1210999907925725,0.16329996287822723,0.007999944500625134,0.01750001683831215,3.0584000051021576
89,0.3242999082431197,0.09810004848986864,0.21079997532069683,0.026600086130201817,2.5526999961584806,0.003300025127828121,0.13499998021870852,0.17429993022233248,0.008699949830770493,0.04169996827840805,4.016199964098632
90,0.714199966751039,77.67190004233271,0.29589992482215166,0.05230004899203777,2.3144999286159873,0.003500026650726795,0.14629994984716177,0.19149994477629662,0.009299954399466515,0.018600025214254856,81.95909997448325
91,0.5189999938011169,0.19509997218847275,1.2231000000610948,0.05809997674077749,3.3051000209525228,0.005100038833916187,0.19859999883919954,0.27730001602321863,0.012399978004395962,0.025999965146183968,8.659199927933514
92,0.4662000574171543,0.1593999331817031,0.36259996704757214,0.0420999713242054,3.651799983344972,0.004800036549568176,0.2055000513792038,0.332399969920516,0.012999982573091984,0.026699970476329327,6.153999944217503
93,0.4734999965876341,0.1503999810665846,0.35740004386752844,0.04179996903985739,2.872300101444125,0.00500003807246685,0.18169998656958342,0.3589000552892685,0.011999974958598614,0.02759997732937336,5.330899963155389
94,0.49510004464536905,0.15209999401122332,0.4059999482706189,0.048600020818412304,3.653899999335408,0.004900037311017513,0.1841000048443675,0.3624000819399953,0.012299977242946625,0.026399968191981316,6.200800067745149
95,0.44920004438608885,0.1417000312358141,0.367900007404387,0.04680000711232424,9.724900010041893,0.005300040356814861,0.33540010917931795,0.49240002408623695,0.012699980288743973,0.02929999027401209,12.51789997331798
96,0.6016000406816602,0.192799954675138,0.3657999914139509,0.027900096029043198,1.666500000283122,0.00300002284348011,0.12049998622387648,0.3315999638289213,0.008999952115118504,0.02119992859661579,3.8744999328628182
97,0.5382000235840678,0.15930004883557558,0.458399998024106,0.053200055845081806,3.6395000061020255,0.004699919372797012,0.20949996542185545,0.9366999147459865,0.012399978004395962,0.02819998189806938,7.061499985866249
98,0.8756999159231782,0.13130006846040487,0.3579000476747751,0.03250001464039087,5.2359000546857715,0.00400003045797348,0.143399927765131,0.23230002261698246,0.009100069291889668,0.01910002902150154,7.511700037866831
99,0.29180001001805067,0.12340000830590725,0.3952999832108617,0.04709989298135042,1.7988999607041478,0.003100023604929447,0.11989998165518045,0.16220007091760635,0.008100061677396297,0.017400016076862812,3.732800018042326
100,0.4814000567421317,152.38009998574853,0.3809999907389283,0.04650000482797623,4.127400112338364,0.004800036549568176,0.24610001128166914,0.24940003640949726,0.010599964298307896,0.023799948394298553,158.97580003365874
101,0.5261000478640199,0.16329996287822723,0.4070999566465616,0.04819990135729313,3.634599968791008,0.004200031980872154,0.17550005577504635,0.31379994470626116,0.010500079952180386,0.026099965907633305,6.58119993750006
102,0.48990000505000353,0.15059998258948326,0.38139999378472567,0.04730001091957092,3.241300000809133,0.00400003045797348,0.19049993716180325,0.318799982778728,0.011300086043775082,0.02659996971487999,5.716599989682436
103,0.3532000118866563,0.10229996405541897,0.22519996855407953,0.028699985705316067,5.583500023931265,0.004900037311017513,0.20229991059750319,0.38650003261864185,0.021700048819184303,0.03300001844763756,7.4118999764323235
104,0.2902999985963106,0.08939998224377632,0.20020001102238894,0.024399952962994576,2.430699998512864,0.004300032742321491,0.18839992117136717,0.35069999285042286,0.012599979527294636,0.026699970476329327,4.063599975779653
105,0.5085000302642584,0.1938999630510807,0.44450000859797,0.05500006955116987,3.4844999900087714,0.003300025127828121,0.12699991930276155,0.19230006728321314,0.0097999582067132,0.020400038920342922,5.960400099866092
106,0.46900007873773575,0.15350000467151403,0.3895999398082495,0.04700000863522291,3.377700108103454,0.004400033503770828,0.18960004672408104,0.3760999534279108,0.012100092135369778,0.030800001695752144,5.94719999935478
107,0.318199978210032,0.0879999715834856,0.2552000805735588,0.028799986466765404,3.0860999831929803,0.002800021320581436,0.11809996794909239,0.15490001533180475,0.007900060154497623,0.01750001683831215,4.538499983027577
108,0.29440002981573343,0.09430001955479383,0.22000004537403584,0.025999965146183968,2.5679999962449074,0.004799920134246349,0.20699994638562202,0.3816999960690737,0.013399985618889332,0.02929999027401209,4.316500038839877
109,0.512799946591258,0.16200006939470768,0.4007000243291259,0.06929994560778141,3.578999894671142,0.004400033503770828,0.19649998284876347,0.34280004911124706,0.012299977242946625,0.026999972760677338,6.233000080101192
110,0.5008999723941088,40.357999969273806,0.20629994105547667,0.02589996438473463,1.5388999599963427,0.002900022082030773,0.11390005238354206,0.15129998791962862,0.009399955160915852,0.017699901945888996,43.33669994957745
111,0.3234000178053975,0.09720004163682461,0.22409996017813683,0.026099965907633305,1.9364000763744116,0.002900022082030773,0.12089998926967382,0.18229999113827944,0.0072999391704797745,0.0171000137925148,3.4313000505790114
112,0.2927000168710947,0.0923000043258071,0.20889996085315943,0.024999957531690598,1.983499969355762,0.00300002284348011,0.12079998850822449,0.2164000179618597,0.015400000847876072,0.016200006939470768,3.4588000271469355
113,0.28419995214790106,0.08829997386783361,0.1949999714270234,0.02410006709396839,1.5573999844491482,0.002700020559132099,0.11230004020035267,0.15510001685470343,0.007200054824352264,0.016400008462369442,2.8586999978870153
114,0.2767000114545226,0.085500068962574,0.19299995619803667,0.02289994154125452,1.7125000013038516,0.002600019797682762,0.1140000531449914,0.1498999772593379,0.0078000593930482864,0.017099897377192974,3.0208999523893
115,0.28200005181133747,0.08610007353127003,0.22879999596625566,0.02729997504502535,1.5961999306455255,0.002600019797682762,0.11209992226213217,0.15009997878223658,0.007400056347250938,0.015700003132224083,2.9721999308094382
116,0.2812000457197428,0.08390005677938461,0.19200006499886513,0.022999942302703857,1.4816999901086092,0.002600019797682762,0.11099991388618946,0.14650006778538227,0.007300055585801601,0.14709995593875647,2.8691000770777464
117,0.2804000396281481,0.08749996777623892,0.23930007591843605,0.028099981136620045,1.5897999983280897,0.0027999049052596092,0.11310004629194736,0.1498999772593379,0.007700058631598949,0.01610000617802143,2.9854000313207507
118,0.295699923299253,0.08950009942054749,0.20650005899369717,0.024499953724443913,1.774700009264052,0.002600019797682762,0.11159991845488548,0.15089998487383127,0.0072999391704797745,0.016300007700920105,3.1027999939396977
119,0.28499995823949575,0.08779997006058693,0.20100001711398363,0.024600070901215076,1.7103999853134155,0.002600019797682762,0.09989994578063488,0.15119998715817928,0.0075999414548277855,0.017000013031065464,3.0386000871658325
120,0.4931000294163823,41.204300010576844,0.23490004241466522,0.026499968953430653,2.3323000641539693,0.003200024366378784,0.12440001592040062,0.21840003319084644,0.008699949830770493,0.019699917174875736,45.08189996704459
121,0.31779997516423464,0.10629999451339245,0.2573999809101224,0.030199997127056122,1.9032000564038754,0.002699904143810272,0.11570006608963013,0.2098999684676528,0.007900060154497623,0.01759990118443966,3.5438999766483903
122,0.5091999191790819,0.170599902048707,0.37430005613714457,0.03990007098764181,3.2016999321058393,0.0037999125197529793,0.1824999926611781,0.33199996687471867,0.010499963536858559,0.024300068616867065,5.675100022926927
123,0.28959999326616526,0.09590003173798323,0.1952000893652439,0.025400076992809772,1.8479999853298068,0.003700028173625469,0.27359998784959316,1.1542999418452382,0.012300093658268452,0.12009998317807913,4.47589997202158
124,0.34360005520284176,0.10659999679774046,0.2625999040901661,0.029699993319809437,1.5745999990031123,0.00300002284348011,0.11470005847513676,0.14760007616132498,0.007600057870149612,0.016299891285598278,3.0899998964741826
125,0.2664000494405627,0.08469994645565748,0.19120005890727043,0.03430002834647894,2.6077000657096505,0.0035999109968543053,0.13260007835924625,0.1550999004393816,0.0078000593930482864,0.01810002140700817,3.960500005632639
126,0.30839990358799696,0.10030006524175406,0.23719994351267815,0.026399968191981316,1.6020999755710363,0.002700020559132099,0.10980002116411924,0.14540005940943956,0.0077999429777264595,0.01610000617802143,2.9988999012857676
127,0.2855999628081918,0.08769996929913759,0.2004000125452876,0.02459995448589325,1.6223000129684806,0.002800021320581436,0.11349993292242289,0.16659998800605536,0.00800006091594696,0.017000013031065464,3.9532999508082867
128,0.30990003142505884,0.10499998461455107,0.23310002870857716,0.028399983420968056,1.581599935889244,0.002600019797682762,0.1105000264942646,0.14760007616132498,0.006900052540004253,0.017099897377192974,3.0251999851316214
129,0.3888000501319766,0.10469998233020306,0.24740002118051052,0.02610008232295513,1.795699936337769,0.011199968867003918,0.11040002573281527,0.14679995365440845,0.0070999376475811005,0.01650000922381878,3.2999999821186066
130,0.4467000253498554,32.51419996377081,0.18610002007335424,0.02280005719512701,1.513299997895956,0.002600019797682762,0.10840001050382853,0.14540005940943956,0.007600057870149612,0.01650000922381878,35.39820003788918
131,0.26949995663017035,0.1569000305607915,0.25859999004751444,0.028600101359188557,1.5924000181257725,0.002500019036233425,0.11019990779459476,0.15059998258948326,0.007500057108700275,0.01580000389367342,3.049599938094616
132,0.2885999856516719,0.0934000127017498,0.22179994266480207,0.025399960577487946,1.8297999631613493,0.003100023604929447,0.10950001887977123,0.14680007006973028,0.0078000593930482864,0.01680001150816679,3.237099968828261
133,0.2851000754162669,0.09039998985826969,0.21569989621639252,0.025400076992809772,1.9290000200271606,0.002700020559132099,0.10359997395426035,0.2028999151661992,0.007900060154497623,0.01610000617802143,3.3648000098764896
134,0.29450003057718277,0.09310001041740179,0.2183000324293971,0.026400084607303143,1.7215999541804194,0.00300002284348011,0.12059998698532581,0.21709990687668324,0.008300063200294971,0.0168998958542943,3.1644999980926514
135,0.305800000205636,0.09740004315972328,0.23849995341151953,0.02729997504502535,1.8388000316917896,0.002600019797682762,0.12690003495663404,0.14750007539987564,0.007900060154497623,0.015600002370774746,3.313999972306192
136,0.30559999868273735,0.09900005534291267,0.23710005916655064,0.028099981136620045,2.083500032313168,0.003100023604929447,0.125700025819242,0.2234999556094408,0.00809994526207447,0.018300022929906845,3.627300029620528
137,0.5164999747648835,0.1479999627918005,0.3867000341415405,0.04950002767145634,2.5046999799087644,0.003200024366378784,0.10730000212788582,0.17200002912431955,0.007899943739175797,0.017300015315413475,4.794000065885484
