step,EKF,G-FOLD,PID_Controller,FTCA,total_ms
41,0.18910004291683435,0.06670004222542048,0.17610006034374237,1.936199958436191,2.7153000701218843
42,0.19080005586147308,0.07049995474517345,0.19539997447282076,1.800999976694584,2.7126999339088798
43,0.19459996838122606,0.07319997530430555,0.2036000369116664,1.7958000535145402,2.6987000601366162
44,0.18550001550465822,0.06950006354600191,0.19020005129277706,1.900400035083294,2.773100044578314
45,0.18699991051107645,0.06930006202310324,0.19109994173049927,1.6188999870792031,2.5206999853253365
46,0.2098999684676528,0.06839993875473738,0.19070005510002375,1.8831000197678804,2.780499984510243
47,0.29179989360272884,0.08589995559304953,0.18039997667074203,1.8297999631613493,2.8307000175118446
48,0.18500001169741154,0.0700000673532486,0.18989993259310722,1.6189999878406525,2.5234000058844686
49,0.18960004672408104,0.06989995017647743,0.19299995619803667,1.869100029580295,2.7901000576093793
50,0.3266000421717763,39.543200051411986,0.2133999951183796,1.9874999998137355,42.57099993992597
51,0.30289997812360525,0.15390000771731138,0.21399999968707561,1.8903999589383602,3.039899980649352
52,0.19219995010644197,0.07070007268339396,0.18040009308606386,1.5211000572890043,2.3149000480771065
53,0.1821999903768301,0.0665000407025218,0.1740999286994338,1.6279000556096435,2.414699993096292
54,0.19509997218847275,0.06710004527121782,0.17509993631392717,1.9299000268802047,2.711300039663911
55,0.2196000423282385,0.07869990076869726,0.2096000825986266,1.508900080807507,2.4616000009700656
56,0.1857000170275569,0.06890005897730589,0.20450004376471043,1.4912999467924237,2.3158000549301505
57,0.18970004748553038,0.06799993570894003,0.17910008318722248,1.7025999259203672,2.5165999541059136
58,0.1876999158412218,0.06940006278455257,0.18159998580813408,1.486400025896728,2.2866999497637153
59,0.1813999842852354,0.0654000323265791,0.20619994029402733,1.4987000031396747,2.306199981831014
60,0.3035999834537506,37.337400019168854,0.27520000003278255,1.6475999727845192,40.03180004656315
61,0.1903000520542264,0.06690004374831915,0.17629994545131922,1.6033999854698777,2.383699989877641
62,0.17920008394867182,0.06490002851933241,0.17390004359185696,1.5107999788597226,2.2722999565303326
63,0.17499993555247784,0.06430002395063639,0.1727000344544649,1.4702999033033848,2.225099946372211
64,0.1775999553501606,0.06539991591125727,0.20410004071891308,1.5221999492496252,2.328900038264692
65,0.18850003834813833,0.06550003308802843,0.17279991880059242,1.4719999162480235,2.282699919305742
66,0.17449993174523115,0.06420002318918705,0.1708000199869275,1.4510999899357557,2.2000999888405204
67,0.1716000260785222,0.06520003080368042,0.16929989214986563,1.4467000728473067,2.1943000610917807
68,0.1721000298857689,0.0638000201433897,0.16950001008808613,1.4180000871419907,2.1878998959437013
69,0.17150002531707287,0.06290001329034567,0.1694000093266368,1.4415000332519412,2.1850999910384417
70,0.2804000396281481,33.216599957086146,0.193099956959486,1.6893999418243766,35.89880000799894
71,0.18949992954730988,0.06700004450976849,0.17699995078146458,1.5948000364005566,2.3738000309094787
72,0.17910008318722248,0.06490002851933241,0.17360004130750895,1.5048000495880842,2.2888999665156007
73,0.1781000755727291,0.06610003765672445,0.17619994468986988,1.2957999715581536,2.0611999789252877
74,0.17630006186664104,0.0638000201433897,0.17060001846402884,1.4625999610871077,2.2154999896883965
75,0.1740000443533063,0.06410002242773771,0.1716000260785222,1.5561999753117561,2.305799978785217
76,0.1740000443533063,0.06360001862049103,0.17040001694113016,1.4590000500902534,2.231399994343519
77,0.1724000321701169,0.06340001709759235,0.16910000704228878,1.8627000972628593,2.633499912917614
78,0.1943999668583274,0.07930002175271511,0.1775999553501606,1.4267000369727612,2.2229000460356474
79,0.1732000382617116,0.06430002395063639,0.17070001922547817,1.276100054383278,2.0524999126791954
80,0.2883999841287732,32.55710005760193,0.1892999280244112,1.510899979621172,34.898500074632466
81,0.2050000475719571,0.06520003080368042,0.17369992565363646,1.424300018697977,2.2146000992506742
82,0.17710006795823574,0.063000014051795,0.17169991042464972,1.4190999791026115,2.1736000198870897
83,0.17419992946088314,0.06320001557469368,0.1705000177025795,1.4280000468716025,2.178400056436658
84,0.17650006338953972,0.06430002395063639,0.17129990737885237,1.424300018697977,2.178399940021336
85,0.17309992108494043,0.06349990144371986,0.16990001313388348,2.753900014795363,3.5034000175073743
86,0.2215000567957759,0.0833999365568161,0.20190002396702766,2.3261000169441104,3.4424999030306935
87,0.2815000480040908,0.08739996701478958,0.2079999540001154,3.1314000952988863,4.2483999859541655
88,0.37349993363022804,0.1428999239578843,0.40959997568279505,2.1126000210642815,3.8117000367492437
89,0.30720001086592674,0.12909993529319763,0.5445999559015036,4.279400105588138,6.180700031109154
90,0.6457000272348523,68.3889000210911,0.21899992134422064,2.0346000092104077,71.70520001091063
91,0.22739998530596495,0.08380005601793528,0.4981999518349767,3.558600088581443,6.441299919970334
92,0.5014000926166773,0.16199995297938585,0.4267999902367592,3.7381999427452683,5.717099993489683
93,0.7117999484762549,0.14430005103349686,0.39329996798187494,2.8198999352753162,4.756900016218424
94,1.2453999370336533,0.5566999316215515,0.40479993913322687,2.9273999389261007,5.642600008286536
95,0.23120001424103975,0.08409994188696146,0.2172000240534544,2.423600060865283,3.408999997191131
96,0.20270003005862236,0.0754999928176403,0.20549993496388197,1.513299997895956,2.366000087931752
97,0.20210002548992634,0.06860005669295788,0.1841000048443675,1.5417999820783734,2.353499992750585
98,0.19100005738437176,0.0716999638825655,0.19699998665601015,1.864899997599423,2.786500030197203
99,0.1916999462991953,0.2490000333636999,0.38189999759197235,2.3477000650018454,4.366899956949055
100,0.3298999508842826,36.473700078204274,0.2058000536635518,1.5445000026375055,38.92880002968013
101,0.19440008327364922,0.06600003689527512,0.17920008394867182,1.46980001591146,2.266800031065941
102,0.1818999880924821,0.06500002928078175,0.17619994468986988,1.4820999931544065,2.276400104165077
103,0.18069997895509005,0.06480002775788307,0.17730006948113441,1.4619999565184116,2.2359000286087394
104,0.3917999565601349,0.12390001211315393,0.3763000713661313,3.444500034675002,5.125800031237304
105,0.359299941919744,0.14990009367465973,0.3763000713661313,2.103499951772392,3.481100080534816
106,0.30670000705868006,0.089599983766675,0.2229000674560666,3.85670003015548,5.324199912138283
107,0.4054000601172447,0.21590001415461302,0.37809996865689754,2.4881999706849456,4.088300047442317
108,0.35779993049800396,0.08410005830228329,0.20699994638562202,1.5074999537318945,2.592200064100325
109,0.18169998656958342,0.06720004603266716,0.18700002692639828,1.4431000454351306,2.243200084194541
110,0.29500003438442945,37.54719998687506,0.24990004021674395,1.6426000511273742,40.17349996138364
111,0.19150006119161844,0.06560003384947777,0.17499993555247784,1.800999976694584,2.681399928405881
112,0.18670002464205027,0.06949994713068008,0.1911000581458211,1.8013999797403812,2.6726999785751104
113,0.1829999964684248,0.06890005897730589,0.1892000436782837,1.7743000062182546,2.6367000536993146
114,0.18319999799132347,0.06940006278455257,0.2079999540001154,1.768799964338541,2.652499941177666
115,0.1810999820008874,0.06829993799328804,0.1873000292107463,2.051300019957125,3.154700039885938
116,0.19940000493079424,0.07379997987300158,0.19779999274760485,1.7719999887049198,2.674100105650723
117,0.18670002464205027,0.06889994256198406,0.19120005890727043,1.7690000822767615,2.6414000894874334
118,0.18319999799132347,0.06880005821585655,0.18839992117136717,1.8394000362604856,2.7037999825552106
119,0.18550001550465822,0.07010006811469793,0.19029993563890457,1.8813000060617924,2.753299893811345
120,0.3008999628946185,38.29850000329316,0.21740002557635307,1.8407999305054545,41.10000003129244
121,0.19869999960064888,0.06839993875473738,0.1943999668583274,1.7877999925985932,2.6783000212162733
122,0.18530001398175955,0.06850005593150854,0.19159994553774595,1.8293000757694244,2.704499987885356
123,0.1876000314950943,0.06929994560778141,0.18940004520118237,1.8975000130012631,2.771400031633675
124,0.1884999219328165,0.06870005745440722,0.18949992954730988,1.8532000249251723,2.726700040511787
125,0.18370000179857016,0.06860005669295788,0.18889992497861385,3.5340000176802278,4.405499901622534
126,0.37240004166960716,0.13930001296103,0.3576999297365546,3.6906000459566712,5.437699961476028
127,0.3575000446289778,0.12700003571808338,0.35779993049800396,3.0403999844565988,4.799599992111325
128,0.20249991212040186,0.0782000133767724,0.20300003234297037,1.7972999485209584,2.7211999986320734
129,0.1895000459626317,0.07109995931386948,0.1927000703290105,1.8478999845683575,2.9731999384239316
130,0.2937999088317156,36.78789990954101,0.19970000721514225,1.879099989309907,39.59000005852431
131,0.1895000459626317,0.06939994636923075,0.19130005966871977,1.815300085581839,2.6893001049757004
132,0.18480001017451286,0.06830005440860987,0.18880004063248634,1.7682999605312943,2.6343000354245305
133,0.1824999926611781,0.06769993342459202,0.18750003073364496,2.0830000285059214,2.943999948911369
134,0.2324000233784318,0.07049995474517345,0.1906000543385744,1.8583000637590885,2.779599977657199
135,0.19690010230988264,0.06949994713068008,0.19090005662292242,1.8266999395564198,2.7827000012621284
136,0.1838000025600195,0.06909994408488274,0.18880004063248634,1.7650999361649156,2.6313000125810504
137,0.18170010298490524,0.06739993114024401,0.1876000314950943,1.863800105638802,2.727199927903712
138,0.18239999189972878,0.0673000467941165,0.18989993259310722,1.7704999772831798,2.677600015886128
139,0.18159998580813408,0.06740004755556583,0.18740002997219563,1.7607000190764666,2.6183000300079584
140,0.29390002600848675,35.02060007303953,0.1868999097496271,1.7590000061318278,37.6224999781698
141,0.18860003910958767,0.06490002851933241,0.17250003293156624,1.6017000889405608,2.3736999137327075
142,0.18009997438639402,0.06400002166628838,0.16980001237243414,1.430200063623488,2.1844999864697456
143,0.17420004587620497,0.06310001481324434,0.16959989443421364,1.32170005235821,2.0704000489786267
144,0.1800000900402665,0.06370001938194036,0.170599902048707,1.5838000690564513,2.3378999903798103
145,0.17250003293156624,0.06350001785904169,0.1694000093266368,1.4230000087991357,2.168299979530275
146,0.17230003140866756,0.06350001785904169,0.16900000628083944,1.9919000333175063,2.7372000040486455
147,0.17680006567388773,0.0657000346109271,0.17010001465678215,1.4263000339269638,2.180999959819019
148,0.17360004130750895,0.0638000201433897,0.16980001237243414,1.2731000315397978,2.084299921989441
149,0.17739995382726192,0.06410002242773771,0.2199000446125865,1.2642999645322561,2.0671000238507986
150,0.28730009216815233,32.82850002869964,0.18220010679215193,1.4713000273332,35.11980001349002
151,0.18370000179857016,0.06360001862049103,0.17230003140866756,1.4674999983981252,2.227199962362647
152,0.17410004511475563,0.062700011767447,0.17030001617968082,1.5550999669358134,2.302599954418838
153,0.18279999494552612,0.06450002547353506,0.17549993935972452,1.4273000415414572,2.2010999964550138
154,0.17199991270899773,0.06329989992082119,0.16920000780373812,2.3987999884411693,3.1446999637410045
155,0.1935999607667327,0.0724999699741602,0.19420008175075054,1.9129000138491392,2.7984000043943524
156,0.22059993352741003,0.08600007276982069,0.19569997675716877,1.9192000618204474,2.875200007110834
157,0.17640006262809038,0.06370001938194036,0.17209991347044706,1.5014999080449343,2.2532999282702804
158,0.17469993326812983,0.0638000201433897,0.1708000199869275,1.4126000460237265,2.1608000388368964
159,0.17380004283040762,0.06250001024454832,0.16910000704228878,1.5674000605940819,2.310900017619133
160,0.2962000435218215,43.71430003084242,0.41830004192888737,3.7001000018790364,49.07240008469671
161,0.41199999395757914,0.1338999718427658,0.42290007695555687,2.5287000462412834,4.6033000107854605
162,0.26270002126693726,0.09919994045048952,0.2728999825194478,2.1327000577002764,3.2517999643459916
163,0.21740002557635307,0.0825000461190939,0.2145000034943223,2.304099965840578,3.276200033724308
164,0.2093000803142786,0.0798999099060893,0.20050001330673695,3.583800047636032,5.144699942320585
165,0.3443000605329871,0.1545000122860074,0.41040009818971157,4.23439999576658,5.94109995290637
166,0.9810000192373991,0.1686000032350421,0.5658000009134412,6.4091000240296125,11.976500041782856
167,0.38219999987632036,0.14000001829117537,0.46220002695918083,9.595600073225796,11.32990000769496
168,0.38730003871023655,0.5096000386402011,0.3845999017357826,3.8018999621272087,6.010600016452372
169,0.31869998201727867,0.12620002962648869,0.3475999692454934,4.315099911764264,5.8169999392703176
170,0.6087999790906906,109.97400002088398,0.3768999595195055,6.477699964307249,118.2105999905616
171,0.5231000250205398,0.16659998800605536,0.4406999796628952,4.7376001020893455,7.0223999209702015
172,0.37889997474849224,0.1270999200642109,0.3322999691590667,3.8922999519854784,5.4418999934569
173,0.22689998149871826,0.12999994214624166,0.37139991763979197,1.7327999230474234,2.973299939185381
174,0.24620001204311848,0.08809997234493494,0.23490004241466522,1.9878000020980835,3.106400021351874
175,0.21089997608214617,0.0809000339359045,0.20929996389895678,1.9641000544652343,2.9159000841900706
176,0.202300027012825,0.07690000347793102,0.20599993877112865,1.8508000066503882,2.778499969281256
177,0.19719998817890882,0.07509998977184296,0.45460008550435305,3.9705999661237,5.393399973399937
178,0.36750000435858965,0.14190003275871277,0.3868999192491174,3.9881999837234616,5.748199997469783
179,0.5496999947354198,0.1740000443533063,0.5895000649616122,2.1376999793574214,3.9825000567361712
180,0.6805999437347054,80.83089999854565,0.4635000368580222,1.967199961654842,84.81419994495809
181,0.20340003538876772,0.07529999129474163,0.1914000604301691,1.6626000870019197,2.496599918231368
182,0.19019993487745523,0.0697999494150281,0.18530001398175955,1.5472000231966376,2.3504000855609775
183,0.18820003606379032,0.0700999516993761,0.18259999342262745,3.5356999142095447,4.332100041210651
184,0.2815000480040908,0.15089998487383127,0.2269000979140401,2.1458000410348177,3.423799993470311
185,0.5303999641910195,0.14619994908571243,0.3972999984398484,2.5290000485256314,4.4837999157607555
186,0.2047999296337366,0.08050003089010715,0.20020001102238894,3.6328000715002418,4.81100007891655
187,0.3864000318571925,0.14260003808885813,0.4425999941304326,3.678099950775504,5.527600063942373
188,0.3988000098615885,0.152299995534122,0.3963001072406769,3.439399995841086,5.2871000953018665
189,0.45739999040961266,0.14979997649788857,0.8632999379187822,3.3386999275535345,5.613400018773973
190,0.6513000698760152,85.5781000573188,0.4749000072479248,3.6805999698117375,91.27169998828322
191,0.3896999405696988,0.14889996964484453,0.4051999421790242,3.150800010189414,5.032100016251206
192,0.34119992051273584,0.14000001829117537,0.37700007669627666,3.896100097335875,5.521400016732514
193,0.3698000218719244,0.14500005636364222,0.3842000151053071,8.191399974748492,9.876700001768768
194,0.44029997661709785,0.14819996431469917,0.37699996028095484,3.6211999831721187,5.7619999861344695
195,0.3819999983534217,0.14659995213150978,0.36700000055134296,3.9389999583363533,5.593700101599097
196,0.4007000243291259,0.14669995289295912,0.38029998540878296,3.256099997088313,4.979200079105794
197,0.41089998558163643,0.19719998817890882,0.479700043797493,3.2334999414160848,4.879500018432736
198,0.21870003547519445,0.08490006439387798,0.4732999950647354,3.346799989230931,4.886499955318868
199,0.4072000738233328,0.32160000409930944,0.8237999863922596,5.025999969802797,8.74449999537319
200,0.5874000489711761,62.667699996382,0.22289995104074478,2.1290999138727784,65.99519995506853
201,0.2169000217691064,0.08030002936720848,0.22489996626973152,1.8909999635070562,2.867099945433438
202,0.19399996381253004,0.07239996921271086,0.19920000340789557,1.6138000646606088,2.4841000558808446
203,0.20540005061775446,0.07289997301995754,0.19910000264644623,2.608200069516897,3.7440999876707792
204,0.33430010080337524,0.09849993512034416,0.2044000430032611,2.395999967120588,3.4172000596299767
205,0.20400003995746374,0.10019994806498289,0.20600005518645048,2.2412000689655542,3.1203998951241374
206,0.21520000882446766,0.07589999586343765,0.19209994934499264,1.5348999295383692,2.3842999944463372
207,0.1838000025600195,0.06889994256198406,0.17960008699446917,2.2311999928206205,3.064200049266219
208,0.21760002709925175,0.1612999476492405,0.40819996502250433,1.7044999403879046,3.1704999273642898
209,0.19660010002553463,0.07369997911155224,0.1981999957934022,1.5179000329226255,2.3713000118732452
210,0.32400002237409353,48.55549999047071,0.22389995865523815,2.3480000672861934,51.9235999090597
211,0.35809993278235197,0.3285000566393137,0.4955999320372939,4.7212999779731035,6.675600074231625
212,0.4794999258592725,0.16240007244050503,0.4094000905752182,3.366699907928705,5.291000008583069
213,0.2362999366596341,0.07950002327561378,0.19129994325339794,5.922200041823089,6.8026999942958355
214,0.5105000454932451,0.10229996405541897,0.21470000501722097,1.646100077778101,2.875100006349385
215,0.20699994638562202,0.07979990914463997,0.21109997760504484,1.791600021533668,2.759300055913627
216,0.19759999122470617,0.07399998139590025,0.1892999280244112,1.6832000110298395,2.5251000188291073
217,0.21089997608214617,0.08540006820112467,0.21470000501722097,2.932600094936788,3.9329000283032656
218,0.25210005696862936,0.09159999899566174,0.48079993575811386,3.5954000195488334,5.8880000142380595
219,0.37679995875805616,0.14189991634339094,0.37859997246414423,3.3523000311106443,5.073199979960918
220,0.5867000436410308,59.64609992224723,0.21159998141229153,1.6282000578939915,62.46709998231381
221,0.2036000369116664,0.07099995855242014,0.18780003301799297,2.08470004145056,3.358399961143732
222,0.20110001787543297,0.07499998901039362,0.1922000665217638,2.1827000891789794,3.3678999170660973
223,0.2269999822601676,0.0809000339359045,0.20789995323866606,1.8532000249251723,2.8173000318929553
224,0.19100005738437176,0.07099995855242014,0.19669998437166214,3.215499920770526,4.1093999752774835
225,0.2136999974027276,0.08370005525648594,0.19839999731630087,1.5622000209987164,2.448400016874075
226,0.18590001855045557,0.06850005593150854,0.3559999167919159,2.3348000831902027,4.481899901293218
227,0.21219998598098755,0.0798000255599618,0.21039997227489948,1.8366000149399042,2.7881000423803926
228,0.1933000748977065,0.07159996312111616,0.1976999919861555,1.8768999725580215,2.7776999631896615
229,0.1922000665217638,0.07239996921271086,0.19719998817890882,2.80480005312711,3.705599927343428
230,1.1395999463275075,45.54909991566092,0.202300027012825,3.4938999451696873,50.78070005401969
231,0.3541000187397003,0.13699999544769526,0.35340001340955496,2.2779999999329448,3.9882001001387835
232,0.23529992904514074,0.0844000605866313,0.2033999189734459,1.7011999152600765,2.6045000413432717
233,0.19970000721514225,0.07670000195503235,0.20569993648678064,1.5569999814033508,2.4590000975877047
234,0.19090005662292242,0.06969994865357876,0.18099998123943806,1.5210999408736825,2.3138000397011638
235,0.18239999189972878,0.0681999372318387,0.17800007481127977,1.4818999916315079,2.28899996727705
236,0.18089998047798872,0.0825000461190939,1.2922999449074268,3.2541999826207757,5.571100045926869
237,0.33710000570863485,0.12450001668184996,0.3525000065565109,2.25210003554821,3.8315000711008906
238,0.2031000331044197,0.0782000133767724,0.19259995315223932,1.4800999779254198,2.3171999491751194
239,0.1854998990893364,0.06869994103908539,0.18099998123943806,1.4796999748796225,2.266600029543042
240,0.2954000374302268,42.9975000442937,0.20860007498413324,1.6111000441014767,45.48380000051111
241,0.1998000079765916,0.06799993570894003,0.1841000048443675,1.483400003053248,2.3259000154212117
242,0.18319999799132347,0.067099928855896,0.20100001711398363,1.4795999741181731,2.2923999931663275
243,0.2071999479085207,0.0673000467941165,0.17819995991885662,1.6710000345483422,2.4811000330373645
244,0.2978000557050109,0.8669999660924077,0.3934000851586461,1.5623999061062932,3.581700031645596
245,0.19890000112354755,0.0700999516993761,0.18480001017451286,1.5519000589847565,2.363199950195849
246,0.19599997904151678,0.07479998748749495,0.19990000873804092,1.6465999651700258,2.5560000212863088
247,0.1824999926611781,0.06779993418604136,0.1805999781936407,1.5259999781847,2.314500045031309
248,0.1821999903768301,0.06720004603266716,0.17529993783682585,1.4763999497517943,2.253900049254298
249,0.1857999013736844,0.06799993570894003,0.17849996220320463,1.7480000387877226,2.5394000113010406
250,0.30860002152621746,38.900500047020614,0.20239991135895252,1.5811000484973192,41.358199901878834
251,0.19789999350905418,0.08000002708286047,0.18480001017451286,1.5208999393507838,2.3569000186398625
252,0.18430000636726618,0.06689992733299732,0.1789000816643238,1.5043000457808375,2.2857999429106712
253,0.18179998733103275,0.06560003384947777,0.1770999515429139,1.505899941548705,2.2945000091567636
254,0.179799972102046,0.06530003156512976,0.19319995772093534,1.6042999923229218,2.393400063738227
255,0.19160006195306778,0.0684000551700592,0.17500005196779966,1.9250999903306365,3.065900062210858
256,0.19869999960064888,0.07290008943527937,0.19859999883919954,1.7933000344783068,2.689399989321828
257,0.18770003225654364,0.06960006430745125,0.2066000597551465,1.872299937531352,2.7725999243557453
258,0.19049993716180325,0.06750004831701517,0.17799995839595795,1.4794000890105963,2.2869000677019358
259,0.18019997514784336,0.08530006743967533,0.22579997312277555,1.4936999650672078,2.417100011371076
260,0.29609992634505033,52.9122999869287,0.21309999283403158,2.941700047813356,56.85539997648448
261,0.41149999015033245,0.13599998783320189,0.40009990334510803,2.7321999659761786,4.624100052751601
262,0.24480000138282776,0.08629995863884687,0.20599993877112865,1.6571999294683337,2.5722000282257795
263,0.19150006119161844,0.0724999699741602,0.18610002007335424,1.498500001616776,2.3210999788716435
264,0.18149998504668474,0.06759993266314268,0.19620009697973728,1.4888000441715121,2.281900029629469
265,0.1938000787049532,0.06689992733299732,0.17580005805939436,1.8637999892234802,2.650099922902882
266,0.26739994063973427,0.2530999481678009,0.26759994216263294,1.560600008815527,2.7384000131860375
267,0.18860003910958767,0.06860005669295788,0.1805999781936407,1.7451000167056918,2.5374999968335032
268,0.19950000569224358,0.07650000043213367,0.21510000806301832,1.5025000320747495,2.3502999683842063
269,0.2101999707520008,0.06750004831701517,0.17889996524900198,1.511799986474216,2.319800085388124
270,0.2965000458061695,39.88209995441139,0.22179994266480207,1.6683000139892101,42.454800102859735
271,0.20050001330673695,0.0727999722585082,0.19070005510002375,1.6026999801397324,2.4507000343874097
272,0.23339991457760334,0.09729992598295212,0.202300027012825,3.4600000362843275,4.39160002861172
273,0.34559995401650667,0.13240007683634758,0.5064000142738223,1.6238000243902206,3.3449000911787152
274,0.2047000452876091,0.07740000728517771,0.2136999974027276,1.6717000398784876,2.534800092689693
275,0.19479996990412474,0.07430010009557009,0.18990004900842905,2.2202000254765153,3.0661000637337565
276,0.20450004376471043,0.09510002564638853,0.219699926674366,2.593299956060946,4.127599997445941
277,0.2087999600917101,0.07840001489967108,0.19299995619803667,1.6575000481680036,2.5049999821931124
278,0.19539997447282076,0.07449998520314693,0.1927000703290105,3.479700069874525,4.433800000697374
279,0.20869995933026075,0.09670003782957792,0.19689998589456081,1.8483999883756042,2.7224000077694654
280,2.48149991966784,47.3894999595359,0.2055999357253313,3.8395000156015158,54.31559996213764
281,0.21790002938359976,0.09389990009367466,0.20270003005862236,1.5673000598326325,2.4560000747442245
282,0.3226000117138028,0.10629999451339245,0.31160004436969757,1.801700098440051,3.0581000028178096
283,0.20190002396702766,0.07379997987300158,0.18759991507977247,1.5289000002667308,2.351399976760149
284,0.1821999903768301,0.06900005973875523,0.1805000938475132,1.498800003901124,2.301500062458217
285,0.18049997743219137,0.06689992733299732,0.24800002574920654,2.1634999429807067,3.210199996829033
286,0.36969990469515324,0.1417999155819416,0.45579997822642326,3.3437999663874507,5.1593000534921885
287,0.3399000270292163,0.12820004485547543,0.35809993278235197,3.0348999425768852,4.63879993185401
288,0.4097000928595662,0.08810008876025677,0.28410006780177355,2.8390000807121396,4.626199952326715
289,0.21109997760504484,0.0828000484034419,0.2104000886902213,2.181399962864816,3.1632999889552593
290,0.3540999023243785,44.11300003994256,0.2253999700769782,1.922299969010055,47.08659998141229
291,0.20730006508529186,0.07209996692836285,0.3128999378532171,3.1356000108644366,4.381899954751134
292,0.7942999945953488,0.1343999756500125,0.3847000189125538,2.356200013309717,4.483900032937527
293,0.21820003166794777,0.07760000880807638,0.18859992269426584,1.6075000166893005,2.4898999836295843
294,0.18350000027567148,0.06910006050020456,0.18019997514784336,2.1955999545753,2.991999965161085
295,0.2001000102609396,0.0771000050008297,0.18810003530234098,1.5341999242082238,2.3781999479979277
296,0.18390000332146883,0.06829993799328804,0.19319995772093534,2.3268999066203833,3.1461999751627445
297,0.2543000737205148,0.24069997016340494,0.21510000806301832,1.6883000498637557,2.8374999528750777
298,0.21379999816417694,0.07870001718401909,0.20670006051659584,1.5163999050855637,2.474099979735911
299,0.18159998580813408,0.06620003841817379,0.29499991796910763,2.2082000505179167,3.4192000748589635
300,0.3143999492749572,37.23230003379285,0.20240002777427435,2.3523999843746424,40.46590009238571
301,0.22819999139755964,0.08719996549189091,0.21920003928244114,1.9437998998910189,2.968600019812584
302,0.2114999806508422,0.08199992589652538,0.21430000197142363,1.9913000287488103,2.9549000319093466
