trial,fault_type,severity,fault_onset,simplex_success,nosimplex_success,intervention_step,recovery_time,simplex_rmse,nosimplex_rmse,simplex_effort,nosimplex_effort
314,noise,0.6,29,False,False,29,-1,186.49746096080128,186.6185821720365,1521000.0,2106302.3212917047
315,adversarial,0.6,20,False,False,21,9,186.5614478194601,186.5372200599316,1419600.0,727724.7097749783
316,stuck,0.3,37,False,False,37,-1,186.1007080399871,186.2134096421779,1521000.0,1823963.4527347542
317,adversarial,0.6,25,False,False,25,5,186.21597920376516,186.24946388188337,1444950.0,916467.7716928951
318,stuck,0.6,35,False,False,35,-1,186.42435041257906,186.575260697837,1521000.0,2394249.374934367
319,noise,1.0,18,False,False,18,4,186.24437357061964,186.46314554091185,1327278.7770023218,2437803.360997885
320,stuck,1.0,38,False,False,38,-1,186.76990237303679,186.9472131581778,1521000.0,3012772.505480554
321,noise,0.3,10,False,False,10,-1,187.59696798161715,187.7401807164369,1521000.0,2200496.074091254
322,adversarial,1.0,12,False,False,12,-1,185.1467222636082,184.98476388136913,1521000.0,402271.79262922786
323,stuck,1.0,23,False,False,23,-1,187.3099140653445,187.61774269244788,1521000.0,3640088.31666455
324,adversarial,1.0,34,False,False,34,-1,185.75050209168788,185.82734476357714,1521000.0,1217562.6244076758
325,noise,1.0,25,False,False,25,1,186.77650650362995,186.95229317293806,1364624.8567239856,2244812.1822215165
326,stuck,0.3,25,False,False,25,-1,186.14962353703362,186.24854024167942,1521000.0,1710252.2293032114
327,stuck,0.3,12,False,False,12,-1,188.32891391697456,188.3548333529509,1521000.0,1504152.4208978668
328,noise,0.3,22,False,False,22,-1,187.32189118558446,187.46627681560327,1521000.0,2204895.929510466
329,noise,1.0,19,False,False,19,3,186.20929262237476,186.38860476514867,1405642.1526630311,2305014.7050587875
330,stuck,1.0,21,False,False,21,-1,186.67586531456573,187.04536120434378,1521000.0,3780303.466944048
331,stuck,0.6,26,False,False,26,-1,186.26752300260344,186.43515992197285,1521000.0,2475503.913774189
332,noise,0.6,33,False,False,33,24,185.78890202412828,185.92724577892366,1499861.5315507792,2224470.0897723148
333,noise,0.6,21,False,False,21,1,186.4091530125235,186.5257209532775,1448317.5952948646,2049400.0386212699
334,stuck,0.6,18,False,False,18,-1,185.69546580260817,185.89726523196043,1521000.0,2573229.4159990977
335,adversarial,1.0,17,False,False,17,-1,186.5870114652435,186.51211303064972,1521000.0,606742.5302544198
336,stuck,0.3,16,False,False,16,-1,187.0598043339399,187.12114651108263,1521000.0,1582478.932726319
337,noise,1.0,33,False,False,34,7,185.75101926947065,185.8851665041056,1412559.2270752226,1928277.664035814
338,adversarial,0.3,15,False,False,-1,-1,186.35058748536045,186.42300328729868,354900.0,518869.06825694005
339,stuck,0.6,33,False,False,33,-1,187.0721580804806,187.22623338092527,1521000.0,2405842.2023871057
340,noise,1.0,33,False,False,33,1,186.30134452129275,186.4354476337956,1378617.4005284396,1944982.9217983522
341,stuck,0.3,29,False,False,29,-1,187.00161561083732,187.11347052179508,1521000.0,1769230.7088761837
342,adversarial,0.6,36,False,False,36,4,185.64495661724692,185.74942644280733,1470300.0,1300250.0434476202
343,stuck,0.3,17,False,False,17,-1,185.96660504419418,186.03657775134903,1521000.0,1608226.7835717087
344,adversarial,1.0,19,False,False,19,-1,185.55300201734408,185.51108660371835,1521000.0,726175.3326157641
345,adversarial,0.6,27,False,False,27,3,186.7429012205762,186.8047637116668,1444950.0,1022252.0455440403
346,adversarial,1.0,11,False,False,11,-1,186.1711110383333,185.99258253792112,1521000.0,378310.91709991987
347,noise,0.3,19,False,False,19,-1,186.6468594950095,186.82515884475248,1521000.0,2335545.096314965
348,stuck,0.3,30,False,False,30,-1,186.86223219059931,186.97362917266327,1521000.0,1782477.9775301851
349,adversarial,1.0,37,False,False,37,-1,186.64554310953838,186.7497998954916,1521000.0,1361777.3070290138
350,stuck,0.6,19,False,False,19,-1,186.26865937407334,186.4582678375823,1521000.0,2549656.9549432313
351,stuck,0.3,24,False,False,24,-1,186.164440400422,186.25176243431716,1521000.0,1677604.8818792896
352,adversarial,0.6,40,False,False,41,9,186.36823884425885,186.48363681633165,1470300.0,1476473.3752448575
353,stuck,0.3,40,False,False,40,-1,186.56944428337954,186.69979460678994,1521000.0,1921015.3907229386
354,adversarial,0.6,36,False,False,36,4,186.5554156108694,186.6502663650747,1470300.0,1272092.5296322242
355,adversarial,1.0,25,False,False,25,-1,186.60868754118508,186.63093058623545,1521000.0,926259.5509895885
356,noise,0.3,30,False,False,30,-1,185.9065582620376,186.03794793777598,1521000.0,2136725.911283512
357,adversarial,1.0,14,False,False,14,-1,186.59329361157475,186.48994730643383,1521000.0,521641.31794150855
358,stuck,0.3,40,False,False,40,-1,185.9680017079295,186.09116249871354,1521000.0,1897044.836841896
359,adversarial,1.0,17,False,False,17,-1,187.13513608532233,187.07620735264183,1521000.0,646695.2396589457
360,stuck,1.0,34,False,False,34,-1,186.65072975041343,186.87911710628882,1521000.0,3267189.2739244094
361,noise,0.3,29,False,False,29,-1,186.00341521716484,186.1635643203638,1521000.0,2307249.6726032034
362,noise,0.6,34,False,False,34,11,186.77662594394872,186.9202241800322,1506401.400192932,2227510.055290801
363,stuck,0.6,24,False,False,24,-1,185.6555714972101,185.83172727593092,1521000.0,2506563.5546144634
364,noise,0.6,37,False,False,37,9,185.79701422492246,185.95084703004915,1502587.1547591505,2226101.8718152256
365,noise,1.0,19,False,False,19,17,185.5173747264504,185.65559593515792,1394677.9776905943,1974414.1043338403
366,noise,1.0,11,False,False,11,2,185.46741316617653,185.6432993838277,1342668.79659145,2099149.965613406
367,adversarial,1.0,13,False,False,13,-1,186.00837902685333,185.88188422862072,1521000.0,461690.6929753984
368,stuck,1.0,16,False,False,16,-1,187.6844011498598,188.08005529265495,1521000.0,3913448.8855070965
369,adversarial,0.3,12,False,False,-1,-1,186.33406027407526,186.38179203975756,278850.0,389007.14869512006
370,noise,0.3,15,False,False,15,-1,186.6061893529934,186.72767436968505,1521000.0,2074275.254787358
371,adversarial,0.6,15,False,False,15,5,186.68588693704416,186.6053912834478,1419600.0,514226.3630867838
372,noise,1.0,24,False,False,27,6,185.76747177047764,185.89679720602177,1340624.5779723467,2036969.9576929684
373,stuck,0.3,25,False,False,25,-1,186.2237931244378,186.31851086411845,1521000.0,1701248.915885524
374,stuck,1.0,17,False,False,17,-1,187.02212098670796,187.41287793839666,1521000.0,3881892.8179435367
375,noise,0.6,19,False,False,19,7,186.547334765289,186.7097198797154,1465880.5121381553,2207210.938735081
376,noise,0.3,12,False,False,12,8,185.84505309530587,186.00189982065714,1509901.7997629426,2280586.3485343694
377,stuck,1.0,39,False,False,39,-1,186.17844459968754,186.35226021915727,1521000.0,2971353.145095595
378,noise,0.3,28,False,False,28,-1,185.30679525872515,185.45217927138063,1521000.0,2170612.0264173285
379,adversarial,1.0,23,False,False,23,-1,186.56495293015743,186.56200350152162,1521000.0,840363.6011323788
380,noise,0.3,17,False,False,17,3,186.62425190575658,186.75215239175543,1509380.5443280926,2085289.339423512
381,stuck,0.3,39,False,False,39,-1,187.37477430145375,187.50220658493578,1521000.0,1896961.4932159178
382,adversarial,0.3,12,False,False,-1,-1,186.36830960380937,186.41598516106524,278850.0,387868.50924587954
383,stuck,1.0,35,False,False,35,-1,187.29851411177944,187.49811020849475,1521000.0,3157565.18852704
384,noise,0.6,33,False,False,33,7,186.12904861579145,186.28017836243683,1501336.4821139374,2144505.0330987684
385,adversarial,0.6,24,False,False,24,6,186.25704164655434,186.26497426337855,1444950.0,840550.4774943979
386,stuck,1.0,32,False,False,32,-1,185.65952475796342,185.88814255163345,1521000.0,3296617.9189651776
387,stuck,1.0,22,False,False,22,-1,186.8849775215344,187.22039686566097,1521000.0,3709999.2974823066
388,stuck,0.6,27,False,False,27,-1,187.39827962265022,187.57378026954322,1521000.0,2493714.1549391327
389,noise,0.3,12,False,False,12,-1,186.42379019878624,186.56641752739196,1521000.0,2190157.217778162
390,stuck,1.0,38,False,False,38,-1,186.943788963511,187.14909331648727,1521000.0,3107586.1739417333
391,noise,0.6,20,False,False,20,30,185.8103839314807,185.97526536106128,1495650.0,2260091.7912324816
392,adversarial,0.3,10,False,False,-1,-1,186.99299385825793,187.0491831223881,253500.0,383138.3445826245
393,noise,1.0,40,False,False,40,12,186.61246884805732,186.74936782283942,1495650.0,2128566.4459252483
394,adversarial,1.0,28,False,False,28,-1,185.95637253339052,185.99671871390328,1521000.0,1027343.368947636
395,stuck,1.0,36,False,False,36,-1,186.26342751967437,186.4746790021201,1521000.0,3205080.249007861
396,adversarial,0.6,11,False,False,11,9,186.04991453559333,185.9095052432063,1394250.0,367792.2147385605
397,noise,0.6,26,False,False,26,-1,186.10206855474837,186.259919370023,1521000.0,2233240.654574099
398,stuck,0.3,39,False,False,39,-1,186.97404132214788,187.09675124419675,1521000.0,1880523.2172033489
399,stuck,1.0,28,False,False,28,-1,186.97617345557578,187.23819426762142,1521000.0,3455653.0244083796
400,stuck,0.3,36,False,False,36,-1,186.42852165504718,186.5370585255733,1521000.0,1796813.3898068727
401,stuck,0.6,25,False,False,25,-1,186.58064773902706,186.77105311819992,1521000.0,2524512.698094928
402,stuck,1.0,20,False,False,20,-1,187.30405311889126,187.65435733256564,1521000.0,3766252.7001894824
403,adversarial,0.6,13,False,False,13,7,186.49326296588836,186.39201660734142,1419600.0,469148.3186094293
404,noise,0.6,23,False,False,23,20,186.97385437090645,187.1175504432337,1490200.3988905118,2178580.535618657
405,noise,0.6,19,False,False,19,7,186.90528043868846,187.07494257774053,1457749.630881712,2298748.0219665677
406,noise,0.3,36,False,False,36,-1,187.22464934167917,187.36395501516878,1521000.0,2197248.5398886553
407,adversarial,0.6,24,False,False,24,6,187.48427409560279,187.49342451203438,1444950.0,842811.4663077415
408,stuck,0.3,18,False,False,18,-1,185.55607458275023,185.62199816314487,1521000.0,1598504.988766535
409,stuck,1.0,34,False,False,34,-1,186.65235920780447,186.86478533840557,1521000.0,3217179.6266349554
410,adversarial,1.0,36,False,False,36,-1,185.4725465122483,185.56954738063672,1521000.0,1298874.9735947342
411,noise,0.6,37,False,False,37,3,187.0322817000624,187.2008020626752,1483047.8283365513,2342530.505648028
412,adversarial,0.3,23,False,False,-1,-1,186.08010969836576,186.17074554985882,583050.0,809005.7252614143
413,stuck,1.0,26,False,False,26,-1,187.75979541966132,188.0463675090472,1521000.0,3555839.449154755
414,stuck,1.0,34,False,False,34,-1,185.3023341478318,185.531317704736,1521000.0,3265763.3988965806
415,adversarial,0.3,24,False,False,-1,-1,186.325455537546,186.4209791275936,583050.0,828597.740188411
416,noise,0.3,18,False,False,18,-1,187.0517780570385,187.18793260440552,1521000.0,2112119.5020203115
417,stuck,0.6,39,False,False,39,-1,186.7182667084458,186.8821920709836,1521000.0,2420863.327392589
418,noise,0.6,38,False,False,38,-1,184.7676834844528,184.9170253634851,1521000.0,2263156.926579038
419,adversarial,1.0,13,False,False,13,-1,186.52531000093558,186.40942673359572,1521000.0,490315.2106203114
420,adversarial,1.0,29,False,False,29,-1,186.1875686541984,186.21732543996595,1521000.0,995850.65150824
421,stuck,1.0,15,False,False,15,-1,186.91422848526128,187.3492872119614,1521000.0,4012010.90097641
422,noise,0.6,10,False,False,10,10,185.3850943029411,185.55024815224073,1421286.8407372837,2206787.4485507645
423,adversarial,0.3,12,False,False,-1,-1,185.9756409947805,186.0333411952878,278850.0,412334.2422993173
424,adversarial,1.0,24,False,False,24,-1,186.84971153987223,186.84815171081422,1521000.0,848678.2649900715
425,adversarial,0.6,36,False,False,36,4,186.55946881915736,186.6559347215322,1470300.0,1272585.6468572891
426,noise,0.6,39,False,False,39,10,186.1139577105951,186.2614445777206,1482473.6380473434,2197995.3399564205
427,noise,0.6,26,False,False,26,4,187.20275929460132,187.37686649665207,1484897.9558387196,2256369.5758291977
428,stuck,0.6,23,False,False,23,-1,186.81466118235636,187.0073807971732,1521000.0,2543567.6778044654
429,stuck,1.0,17,False,False,17,-1,186.55117995619813,186.94537872939478,1521000.0,3895654.2475928534
430,stuck,0.3,14,False,False,14,-1,186.15981700431934,186.21286348778744,1521000.0,1562545.1117825308
431,noise,1.0,39,False,False,39,13,186.21207811843465,186.37308046784122,1481818.9433526183,2359066.7344683385
432,adversarial,0.3,33,False,False,-1,-1,186.41583986171844,186.53874218833593,836550.0,1201151.7540316866
433,stuck,0.6,18,False,False,18,-1,186.60513826376254,186.8030239101665,1521000.0,2566592.521477867
434,noise,0.6,39,False,False,39,1,185.92409332595642,186.09114151789944,1480347.045497405,2261459.5787965623
435,adversarial,0.6,36,False,False,36,4,188.1020274149045,188.2030933314038,1470300.0,1288992.5263499029
436,stuck,1.0,33,False,False,33,-1,186.97229682629384,187.18662275556107,1521000.0,3235187.588993636
437,noise,0.6,28,False,False,28,22,186.7653854658171,186.94477967780952,1499333.2636793905,2342914.066847675
438,adversarial,0.6,37,False,False,37,3,185.32745193066395,185.44104363205383,1470300.0,1379626.6268880076
439,stuck,0.6,27,False,False,27,-1,186.33226634973573,186.50768317754074,1521000.0,2490781.1128932815
440,noise,1.0,20,False,False,20,12,186.70975773168635,186.85844684755557,1466863.902626398,2242287.094025404
441,stuck,0.6,22,False,False,22,-1,186.22392579316994,186.41993040964277,1521000.0,2557302.4216189138
442,adversarial,1.0,37,False,False,37,-1,185.84337718631048,185.95955662322945,1521000.0,1405263.7979154682
443,noise,0.6,17,False,False,17,1,185.7115981585523,185.83612921142503,1504449.404738382,2133534.9379055137
444,stuck,0.3,17,False,False,17,-1,186.09855679991304,186.17221689216532,1521000.0,1621011.640848883
445,noise,0.6,20,False,False,20,-1,186.2832671668583,186.41625702893597,1521000.0,2097196.230937308
446,stuck,0.6,32,False,False,32,-1,186.7816456007278,186.92985622795902,1521000.0,2394130.7190903835
447,noise,0.3,31,False,False,31,9,186.07407344335388,186.2370177854788,1506911.2769109188,2240932.469801451
448,adversarial,0.3,25,False,False,-1,-1,186.76722631747722,186.87003945441666,633750.0,897865.8590501252
449,noise,0.6,26,False,False,26,1,186.07854435663901,186.21073784972165,1444248.0357524622,2140105.5205585663
450,adversarial,0.6,37,False,False,37,3,186.9245260464314,187.0272186587692,1470300.0,1343485.8942797272
451,noise,0.6,13,False,False,13,27,184.7199748727225,184.89016922859713,1474936.6331899608,2303244.079259881
452,noise,0.3,10,False,False,10,-1,187.40842229611823,187.54637561779464,1521000.0,2175712.279308102
453,noise,0.3,23,False,False,23,-1,186.6692870539481,186.81495580525163,1521000.0,2227414.2366596474
454,stuck,0.6,12,False,False,12,-1,187.36662503328412,187.5922286050242,1521000.0,2630077.48929009
455,noise,1.0,20,False,False,21,3,185.69789852172224,185.91021371947338,1271001.9114687499,2370341.293977202
456,noise,0.3,22,False,False,22,-1,185.2934179505246,185.41527295171693,1521000.0,2057163.8482675976
457,stuck,1.0,37,False,False,37,-1,186.16420286859835,186.3513209487054,1521000.0,3080991.4071230097
458,noise,0.6,37,False,False,37,-1,186.61315586113437,186.77640793102807,1521000.0,2246127.5234149355
459,stuck,1.0,40,False,False,40,-1,186.7514435325826,186.93768983272724,1521000.0,2975615.954003252
460,stuck,1.0,32,False,False,32,-1,186.51002856656365,186.7398541948108,1521000.0,3289855.4561625235
461,noise,0.3,11,False,False,11,-1,186.31044263497375,186.44778156557072,1521000.0,2207017.4553447175
462,noise,1.0,17,False,False,17,4,185.8549531704353,185.98972252342097,1484031.3164064651,2071750.528727843
463,stuck,0.3,39,False,False,39,-1,186.22352609876123,186.3568306886859,1521000.0,1915019.430455634
464,adversarial,0.6,33,False,False,33,7,186.96274278290642,187.03700631152566,1470300.0,1174840.0272469914
465,noise,1.0,13,False,False,13,7,186.27901063736982,186.38427382966657,1426296.4535188787,2163513.1835137163
466,adversarial,0.6,37,False,False,37,3,186.67212045225867,186.7736255870735,1470300.0,1337461.1930059271
467,noise,0.6,15,False,False,15,6,185.96000509417473,186.0987034297373,1408772.8458757356,2068051.3930100342
468,adversarial,0.3,38,False,False,-1,-1,186.661526073569,186.78472599183547,963300.0,1358458.2637315975
469,adversarial,0.6,20,False,False,21,9,186.9784400136814,186.95189314731243,1419600.0,720410.8950656026
470,stuck,0.6,21,False,False,21,-1,186.6229917712946,186.81676449430688,1521000.0,2545627.7737472206
471,adversarial,1.0,14,False,False,14,-1,186.35572566767334,186.258464845295,1521000.0,533171.6898278862
472,noise,1.0,23,False,False,23,4,187.7381667069981,187.90372001718563,1353956.8696019729,2200303.4953576126
473,adversarial,0.3,35,False,False,-1,-1,186.04563230728598,186.17075184638668,887250.0,1268620.4450761366
474,adversarial,1.0,15,False,False,15,-1,186.62802556592382,186.51798474252146,1521000.0,509976.74992117827
475,stuck,1.0,37,False,False,37,-1,186.7270712285841,186.90924083474388,1521000.0,3061746.8535159263
476,adversarial,0.6,31,False,False,31,9,186.79840712307652,186.87865392587125,1470300.0,1175822.0126751733
477,noise,0.3,39,False,False,39,-1,186.83285608432539,186.96631159216543,1521000.0,2144298.1534274514
478,stuck,1.0,17,False,False,17,-1,187.15829239037419,187.54017442178423,1521000.0,3869270.1206145873
479,stuck,0.6,18,False,False,18,-1,187.11860868617333,187.32004317646658,1521000.0,2571164.547674224
480,adversarial,0.6,31,False,False,31,9,185.95971246969395,186.0270171447609,1470300.0,1147557.1952842502
481,stuck,1.0,38,False,False,38,-1,186.60931557683142,186.79718180032293,1521000.0,3056001.877518391
482,adversarial,0.3,27,False,False,-1,-1,186.51332494638197,186.62823158779221,684450.0,998208.1702901234
483,stuck,1.0,24,False,False,24,-1,186.09363388434372,186.4207595713843,1521000.0,3686035.3379509663
484,noise,0.6,19,False,False,19,6,187.31936089178078,187.4876741293609,1477038.0309959718,2248444.090672429
485,stuck,0.6,32,False,False,32,-1,186.5343804852082,186.6991723915627,1521000.0,2457111.957635641
486,stuck,0.3,37,False,False,37,-1,186.69543050176213,186.82721980488628,1521000.0,1886766.7231477143
487,stuck,0.3,22,False,False,22,-1,186.3691409633866,186.45414930667894,1521000.0,1669329.474427153
488,stuck,1.0,17,False,False,17,-1,187.09015740709978,187.47658053159225,1521000.0,3877469.977664663
489,noise,0.6,21,False,False,21,19,186.75350539775033,186.92627161944145,1501560.429088518,2278736.4501416543
490,stuck,0.3,32,False,False,32,-1,186.80255966185968,186.9141011743315,1521000.0,1789905.411320953
491,noise,0.6,36,False,False,36,1,186.25183837876023,186.38316056525733,1476236.6984059098,2063014.0461986342
492,adversarial,1.0,18,False,False,18,-1,187.33452060017459,187.26524803613674,1521000.0,623306.8753207457
493,noise,1.0,37,False,False,37,3,186.20801253827113,186.35480145427405,1450296.1736947384,2172313.290590195
494,noise,1.0,11,False,False,11,9,185.45949172979329,185.64427310789722,1426531.2551474848,2324257.1245580646
495,stuck,0.3,25,False,False,25,-1,185.4510943589401,185.53793504490244,1521000.0,1680860.0967335524
496,stuck,0.3,29,False,False,29,-1,186.20609775965846,186.31366439389097,1521000.0,1756629.1826143614
497,adversarial,1.0,30,False,False,30,-1,186.1942553496621,186.2553841598357,1521000.0,1134997.0022792318
498,noise,1.0,18,False,False,19,1,186.40270899648968,186.58452109994158,1420563.4122969054,2209357.1515494636
499,noise,1.0,34,False,False,34,3,186.82929514185616,186.98731786706352,1479127.4448876018,2351484.7016171813
